uniqueid,dateofbite,species,breed,age,gender,spayneuter,borough,zipcode,year
1533,2017-01-29,DOG,,,U,False,Brooklyn,11209,2017
1534,2017-01-28,DOG,Beagle Crossbreed,,F,False,Brooklyn,11229,2017
1535,2017-01-27,DOG,Pit Bull,3Y,M,True,Brooklyn,11221,2017
1536,2017-01-25,DOG,American Pit Bull Terrier/Pit Bull,3,M,True,Brooklyn,11215,2017
1537,2017-01-28,DOG,JACK RUSSELL X,4,M,True,Brooklyn,11221,2017
1538,2017-01-19,DOG,Labrador Retriever Crossbreed,,U,False,Brooklyn,11228,2017
1539,2017-01-31,DOG,,,U,False,Brooklyn,0,2017
1540,2017-01-31,DOG,German Shepherd Crossbreed,2,F,True,Brooklyn,11218,2017
1541,2017-02-01,DOG,,,U,False,Brooklyn,11211,2017
1542,2017-01-30,DOG,Shih Tzu,9Y,M,True,Brooklyn,11236,2017
1543,2017-01-27,DOG,Pit Bull,,M,False,Brooklyn,11233,2017
1544,2017-02-01,DOG,Maltese,,U,False,Brooklyn,11216,2017
1545,2017-02-01,DOG,Pit Bull,,U,False,Brooklyn,11208,2017
1546,2017-02-04,DOG,,,U,False,Brooklyn,11218,2017
1547,2017-02-04,DOG,,,U,False,Brooklyn,11209,2017
1548,2017-02-04,DOG,RAT TERRIER,3Y,M,False,Brooklyn,0,2017
1549,2017-02-04,DOG,POODLE X,2,M,False,Brooklyn,11215,2017
1550,2017-02-06,DOG,Siberian Husky,5,M,True,Brooklyn,0,2017
1551,2017-02-06,DOG,MUTT,5,M,False,Brooklyn,11209,2017
1552,2017-02-06,DOG,GERMAN SHEPHERD/PITBULL,2Y,M,True,Brooklyn,11225,2017
1553,2017-02-07,DOG,BLUE HEELER,,U,False,Brooklyn,11218,2017
1554,2017-01-31,DOG,Pit Bull,9Y,M,False,Brooklyn,11229,2017
1555,2017-02-08,DOG,Pit Bull,2,F,True,Brooklyn,11233,2017
1556,2017-02-03,DOG,CORGI,,U,False,Brooklyn,11214,2017
1557,2017-02-07,DOG,Mixed/Other,8,M,False,Brooklyn,0,2017
1558,2017-01-15,DOG,,,U,False,Brooklyn,0,2017
1559,2017-02-08,DOG,German Shepherd,11,M,True,Brooklyn,11235,2017
1560,2017-02-10,DOG,GOLDENDOODLE,5M,M,True,Brooklyn,11228,2017
1561,2017-02-11,DOG,YORKIE POO- YORKSHIRE TERRIER/MALTESE/POODLE,2,F,True,Brooklyn,11209,2017
1562,2017-02-12,DOG,American Pit Bull Terrier/Pit Bull,2,M,False,Brooklyn,11208,2017
1563,2017-02-11,DOG,,,U,False,Brooklyn,11215,2017
1564,2017-02-06,DOG,AUSTRALIAN CATTLEDOG X,2Y,M,True,Brooklyn,11201,2017
1565,2017-01-01,DOG,Pit Bull,,F,False,Brooklyn,11226,2017
1566,2017-02-15,DOG,American Pit Bull Mix / Pit Bull Mix,4,M,True,Brooklyn,11233,2017
1567,2017-02-15,DOG,"Schnauzer, Giant",,U,False,Brooklyn,11219,2017
1568,2017-02-15,DOG,,,U,False,Brooklyn,0,2017
1569,2017-02-16,DOG,Great Dane,,U,False,Brooklyn,11249,2017
1570,2017-02-16,DOG,ROTTWEILER X,3Y,M,True,Brooklyn,11208,2017
1571,2017-02-17,DOG,American Pit Bull Terrier/Pit Bull,6,M,False,Brooklyn,11207,2017
1572,2017-02-19,DOG,American Staffordshire Terrier,,M,False,Brooklyn,11224,2017
1573,2017-02-18,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,True,Brooklyn,11233,2017
1574,2017-02-21,DOG,Cock-A-Poo,10Y,M,False,Brooklyn,11229,2017
1575,2017-02-21,DOG,German Shepherd,,U,False,Brooklyn,11229,2017
1576,2017-02-20,DOG,Yorkshire Terrier Crossbreed,12Y,M,False,Brooklyn,11211,2017
1577,2017-02-09,DOG,Chihuahua,,U,False,Brooklyn,11203,2017
1578,2017-02-19,DOG,,,U,False,Brooklyn,0,2017
1579,2017-02-21,DOG,PIT BULL MIX,2,M,True,Brooklyn,11205,2017
1580,2017-02-18,DOG,,,U,False,Brooklyn,11237,2017
1581,2017-02-19,DOG,HOUND/PIT BULL X,3Y,M,True,Brooklyn,11238,2017
1582,2017-02-19,DOG,,,U,False,Brooklyn,0,2017
1583,2017-02-19,DOG,Shih Tzu,6Y,M,False,Brooklyn,11236,2017
1584,2017-02-12,DOG,ROTTWEILER X,8,M,True,Brooklyn,11231,2017
1585,2017-02-17,DOG,Pit Bull,,U,False,Brooklyn,11212,2017
1586,2017-02-25,DOG,Jack Russ,3,F,False,Brooklyn,11221,2017
1587,2017-02-25,DOG,German Shepherd,10Y,M,True,Brooklyn,11226,2017
1588,2017-02-26,DOG,American Pit Bull Terrier/Pit Bull,2Y,M,True,Brooklyn,11208,2017
1589,2017-02-23,DOG,Pit Bull,,U,False,Brooklyn,0,2017
1590,2017-02-27,DOG,,,U,False,Brooklyn,11215,2017
1591,2017-02-06,DOG,Siberian Husky,,U,False,Brooklyn,11232,2017
1592,2017-02-24,DOG,Yorkshire Terrier,9Y,M,True,Brooklyn,11236,2017
1593,2017-02-20,DOG,Rottweiler,,U,False,Brooklyn,11204,2017
1594,2017-02-08,DOG,,,U,False,Brooklyn,11232,2017
1595,2017-02-08,DOG,Pit Bull,,U,False,Brooklyn,11232,2017
1596,2017-02-28,DOG,American Pit Bull Mix / Pit Bull Mix,1Y,F,False,Brooklyn,11208,2017
1597,2017-03-01,DOG,Pit Bull,6M,F,True,Brooklyn,11217,2017
1598,2017-02-25,DOG,Shih Tzu,3,M,False,Brooklyn,11224,2017
1599,2017-02-27,DOG,,,U,False,Brooklyn,11208,2017
1600,2017-02-25,DOG,EXOTIC AMERICAN BULLY,2,M,False,Brooklyn,0,2017
1601,2017-03-03,DOG,Silky Terrier,1,M,False,Brooklyn,11225,2017
1602,2017-03-04,DOG,,,U,False,Brooklyn,0,2017
1603,2017-02-24,DOG,,,U,False,Brooklyn,11238,2017
1604,2017-03-05,DOG,Pit Bull,8M,U,False,Brooklyn,11221,2017
1605,2017-03-04,DOG,Cane Corso,3,M,True,Brooklyn,11210,2017
1606,2016-08-27,DOG,Pit Bull,4,M,True,Brooklyn,11208,2016
1607,2017-02-25,DOG,,,U,False,Brooklyn,11210,2017
1608,2017-03-07,DOG,American Pit Bull Terrier/Pit Bull,2Y,M,True,Brooklyn,0,2017
1609,2017-03-07,DOG,American Pit Bull Terrier/Pit Bull,2Y,M,True,Brooklyn,11221,2017
1610,2017-02-22,DOG,Pekingese,2,M,False,Brooklyn,0,2017
1611,2016-08-27,DOG,LABRADOR/PIT BULL X,2Y,M,True,Brooklyn,11208,2016
1612,2017-02-25,DOG,Pit Bull,,U,False,Brooklyn,11207,2017
1613,2017-03-05,DOG,Chihuahua,,U,False,Brooklyn,11221,2017
1614,2017-03-06,DOG,Pit Bull,,U,False,Brooklyn,0,2017
1615,2017-02-25,DOG,Pit Bull,,U,False,Brooklyn,11207,2017
1616,2017-03-09,DOG,American Pit Bull Terrier/Pit Bull,2Y,F,True,Brooklyn,11222,2017
1617,2017-02-22,DOG,,,U,False,Brooklyn,11207,2017
1618,2017-02-05,DOG,Pit Bull,,U,False,Brooklyn,11236,2017
1619,2017-03-09,DOG,American Pit Bull Terrier/Pit Bull,2,F,True,Brooklyn,11222,2017
1620,2017-03-09,DOG,"Coonhound, Black and Tan",1,M,True,Brooklyn,11222,2017
1621,2016-12-22,DOG,Pit Bull,,U,False,Brooklyn,11203,2016
1622,2017-02-26,DOG,Yorkshire Terrier,4,F,True,Brooklyn,11213,2017
1623,2017-03-12,DOG,American Pit Bull Terrier/Pit Bull,3Y,M,False,Brooklyn,11221,2017
1624,2017-03-12,DOG,American Pit Bull Terrier/Pit Bull,3Y,M,False,Brooklyn,11221,2017
1625,2017-03-12,DOG,"Schnauzer, Standard",,U,False,Brooklyn,11222,2017
1626,2017-03-12,DOG,"Bull Dog, French",3,M,True,Brooklyn,11221,2017
1627,2017-03-11,DOG,Brussels Griffon,6,M,True,Brooklyn,11218,2017
1628,2017-02-20,DOG,Newfoundland,,U,False,Brooklyn,0,2017
1629,2017-03-10,DOG,,,U,False,Brooklyn,0,2017
1630,2017-03-14,DOG,American Pit Bull Terrier/Pit Bull,3,M,False,Brooklyn,11225,2017
1631,2017-03-15,DOG,,,U,False,Brooklyn,11226,2017
1632,2017-03-16,DOG,Siberian Husky,3 MTHS,M,False,Brooklyn,11237,2017
1633,2017-03-08,DOG,Maltese,,U,False,Brooklyn,11236,2017
1634,2017-03-17,DOG,Shih Tzu,9,F,True,Brooklyn,11223,2017
1635,2017-03-17,DOG,MASTIFF MIX,8,M,True,Brooklyn,11225,2017
1636,2017-03-17,DOG,,,U,False,Brooklyn,11229,2017
1637,2017-03-12,DOG,,,U,False,Brooklyn,11215,2017
1638,2017-03-17,DOG,Pit Bull,6Y,M,False,Brooklyn,11233,2017
1639,2017-03-20,DOG,Golden Retriever,9,F,True,Brooklyn,11201,2017
1640,2017-03-18,DOG,Beagle Crossbreed,4,F,True,Brooklyn,11231,2017
1641,2017-03-21,DOG,,,U,False,Brooklyn,0,2017
1642,2017-03-19,DOG,Pit Bull,,U,False,Brooklyn,11233,2017
1643,2017-03-21,DOG,American Pit Bull Mix / Pit Bull Mix,8,M,True,Brooklyn,11215,2017
1644,2017-03-16,DOG,Pit Bull,,U,False,Brooklyn,11215,2017
1645,2017-03-12,DOG,MINI AUSTRALIAN SHEPHERD,2,M,True,Brooklyn,11212,2017
1646,2017-03-15,DOG,,,U,False,Brooklyn,11214,2017
1647,2017-03-22,DOG,Shih Tzu,3,F,True,Brooklyn,11233,2017
1648,2017-03-22,DOG,Shih Tzu,4,M,False,Brooklyn,11208,2017
1649,2017-03-22,DOG,MIXED,7,M,True,Brooklyn,11204,2017
1650,2017-03-23,DOG,LABRADOR MIX,7,F,True,Brooklyn,11215,2017
1651,2017-03-22,DOG,,,U,True,Brooklyn,11226,2017
1652,2017-03-24,DOG,,,U,False,Brooklyn,11226,2017
1653,2017-03-23,DOG,Chihuahua Crossbreed,4,M,True,Brooklyn,11222,2017
1654,2017-03-26,DOG,American Pit Bull Mix / Pit Bull Mix,4Y,M,False,Brooklyn,11211,2017
1655,2017-03-22,DOG,MIXED,3Y,M,True,Brooklyn,11212,2017
1656,2017-03-19,DOG,Pekingese,6,M,False,Brooklyn,11237,2017
1657,2017-03-03,DOG,Maltese,5,M,True,Brooklyn,11204,2017
1658,2017-03-24,DOG,JACK RUSSELL/CHIHUAHUA X,1,M,True,Brooklyn,11213,2017
1659,2017-03-27,DOG,Cane Corso,6,M,False,Brooklyn,11207,2017
1660,2017-03-22,DOG,Rottweiler,,U,False,Brooklyn,11234,2017
1661,2017-03-29,DOG,,,U,False,Brooklyn,11215,2017
1662,2017-03-30,DOG,American Pit Bull Mix / Pit Bull Mix,10Y,M,False,Brooklyn,11228,2017
1663,2017-03-30,DOG,American Pit Bull Mix / Pit Bull Mix,10Y,M,False,Brooklyn,11228,2017
1664,2017-03-29,DOG,"Poodle, Standard",8,F,True,Brooklyn,11209,2017
1665,2017-03-30,DOG,Miniature Pinscher,,U,False,Brooklyn,11225,2017
1666,2017-03-30,DOG,Pit Bull,,U,False,Brooklyn,11205,2017
1667,2017-03-27,DOG,,,U,False,Brooklyn,0,2017
1668,2017-03-20,DOG,German Shepherd,,U,False,Brooklyn,11238,2017
1669,2017-03-31,DOG,American Pit Bull Terrier/Pit Bull,2,M,True,Brooklyn,11225,2017
1670,2017-04-02,DOG,American Pit Bull Mix / Pit Bull Mix,10,M,True,Brooklyn,11208,2017
1671,2017-03-30,DOG,Labradoodle,7m,M,True,Brooklyn,11220,2017
1672,2017-03-30,DOG,Pit Bull,,U,False,Brooklyn,11235,2017
1673,2017-04-03,DOG,,,U,False,Brooklyn,11206,2017
1674,2017-03-21,DOG,STAFFORDSHIRE/PIT BULL X,,U,False,Brooklyn,11201,2017
1675,2017-03-30,DOG,JACK RUSSELL X,4y,M,True,Brooklyn,11221,2017
1676,2017-04-04,DOG,Pit Bull,,U,False,Brooklyn,0,2017
1677,2017-04-03,DOG,,,U,False,Brooklyn,11233,2017
1678,2017-04-01,DOG,Yorkshire Terrier,,U,False,Brooklyn,0,2017
1679,2017-04-04,DOG,,,U,False,Brooklyn,11236,2017
1680,2017-04-03,DOG,,,U,False,Brooklyn,0,2017
1681,2017-04-06,DOG,Rottweiler,3,F,True,Brooklyn,11214,2017
1682,2017-04-07,DOG,Pit Bull,3Y,M,True,Brooklyn,11228,2017
1683,2017-04-08,DOG,Japanese Chin/Spaniel,8,M,False,Brooklyn,11213,2017
1684,2017-04-09,DOG,Pit Bull,1,M,True,Brooklyn,11221,2017
1685,2017-04-09,DOG,Pit Bull,8Y,F,False,Brooklyn,11221,2017
1686,2017-04-01,DOG,Pit Bull,3,M,True,Brooklyn,11221,2017
1687,2017-03-01,DOG,American Pit Bull Mix / Pit Bull Mix,,U,False,Brooklyn,11201,2017
1688,2017-04-10,DOG,,,U,False,Brooklyn,11228,2017
1689,2017-04-10,DOG,,,U,False,Brooklyn,0,2017
1690,2017-04-10,DOG,German Shepherd Crossbreed,2Y,F,True,Brooklyn,11215,2017
1691,2017-04-08,DOG,"Bull Dog, English",3Y,M,True,Brooklyn,0,2017
1692,2017-04-11,DOG,Rottweiler,,U,False,Brooklyn,11226,2017
1693,2017-04-12,DOG,"Bull Dog, French",5,M,True,Brooklyn,11249,2017
1694,2017-04-12,DOG,German Shepherd,3,M,True,Brooklyn,11209,2017
1695,2017-03-25,DOG,Pit Bull,,M,False,Brooklyn,11236,2017
1696,2017-03-30,DOG,Pit Bull,,M,False,Brooklyn,11236,2017
1697,2017-04-13,DOG,Rottweiler,,U,False,Brooklyn,11229,2017
1698,2017-04-13,DOG,"Bull Dog, English",10Y,M,False,Brooklyn,11216,2017
1699,2017-04-12,DOG,German Shepherd,,U,False,Brooklyn,11225,2017
1700,2017-04-12,DOG,Pit Bull,3,M,True,Brooklyn,11212,2017
1701,2017-04-14,DOG,,,U,False,Brooklyn,0,2017
1702,2017-04-16,DOG,American Pit Bull Terrier/Pit Bull,,F,False,Brooklyn,11207,2017
1703,2017-04-13,DOG,HOUND X,5,M,True,Brooklyn,11211,2017
1704,2017-04-09,DOG,Labrador Retriever Crossbreed,2,M,True,Brooklyn,0,2017
1705,2017-04-17,DOG,Pit Bull,,U,False,Brooklyn,11216,2017
1706,2017-04-13,DOG,,,U,False,Brooklyn,0,2017
1707,2017-04-14,DOG,Pit Bull,,U,False,Brooklyn,11222,2017
1708,2017-04-16,DOG,TERRIER,,U,False,Brooklyn,11211,2017
1709,2017-04-15,DOG,SHEPERD,,U,False,Brooklyn,0,2017
1710,2017-04-16,DOG,,,U,False,Brooklyn,11201,2017
1711,2017-04-19,DOG,Boxer,7,F,True,Brooklyn,11208,2017
1712,2017-04-17,DOG,MALTESE/SHIH TZU X,1Y,M,False,Brooklyn,11212,2017
1713,2017-04-08,DOG,,,U,False,Brooklyn,11215,2017
1714,2017-04-20,DOG,Pit Bull,10Y,F,False,Brooklyn,11208,2017
1715,2017-04-20,DOG,PIT BULL MIX,,F,False,Brooklyn,11208,2017
1716,2017-04-20,DOG,American Staffordshire Terrier,4,M,False,Brooklyn,11203,2017
1717,2017-04-20,DOG,SHIH TZU/DACHSHUND  X,4Y,F,True,Brooklyn,11221,2017
1718,2017-04-20,DOG,Chihuahua,3,M,False,Brooklyn,11208,2017
1719,2017-04-20,DOG,Pit Bull,1,M,False,Brooklyn,11234,2017
1720,2017-04-20,DOG,Pit Bull,1,M,False,Brooklyn,11234,2017
1721,2017-04-22,DOG,Pit Bull,,U,False,Brooklyn,0,2017
1722,2017-04-22,DOG,SHARPEI,7,F,True,Brooklyn,11221,2017
1723,2017-04-23,DOG,Pomeranian,,U,False,Brooklyn,0,2017
1724,2017-04-21,DOG,Pit Bull,8,F,True,Brooklyn,11207,2017
1725,2017-04-22,DOG,Pit Bull,,U,False,Brooklyn,11235,2017
1726,2017-04-17,DOG,PIT BULL/LAB X,,U,False,Brooklyn,11237,2017
1727,2017-03-07,DOG,Cocker Spaniel,10,M,True,Brooklyn,11217,2017
1728,2017-04-24,DOG,Alaskan Klee Kai,1,M,True,Brooklyn,11237,2017
1729,2017-04-25,DOG,Shih Tzu,,U,False,Brooklyn,11211,2017
1730,2017-04-28,DOG,Pit Bull,,F,True,Brooklyn,11237,2017
1731,2017-04-29,DOG,Labrador Retriever Crossbreed,4M,M,False,Brooklyn,11217,2017
1732,2017-04-29,DOG,Pit Bull,,U,False,Brooklyn,11231,2017
1733,2017-04-29,DOG,American Pit Bull Terrier/Pit Bull,,U,False,Brooklyn,11216,2017
1734,2017-03-30,DOG,Chihuahua,1YR,F,False,Brooklyn,11212,2017
1735,2017-04-28,DOG,Staffordshire Bull Terrier,4y,M,False,Brooklyn,11221,2017
1736,2017-05-02,DOG,,,U,False,Brooklyn,11216,2017
1737,2017-05-02,DOG,Golden Retriever,,U,False,Brooklyn,11228,2017
1738,2017-05-03,DOG,Mixed/Other,4,M,True,Brooklyn,11217,2017
1739,2017-05-03,DOG,PIT BULL/LAB X,5,M,True,Brooklyn,11205,2017
1740,2017-05-02,DOG,SHEPERD,,U,False,Brooklyn,11211,2017
1741,2017-04-20,DOG,,,U,False,Brooklyn,0,2017
1742,2017-05-06,DOG,,,U,False,Brooklyn,11207,2017
1743,2017-05-07,DOG,PUG MIX,3,M,True,Brooklyn,11238,2017
1744,2017-05-09,DOG,RIDGEBACK PIT BULL BOXER X,,U,False,Brooklyn,11221,2017
1745,2017-05-07,DOG,,,U,False,Brooklyn,11206,2017
1746,2017-05-09,DOG,American Pit Bull Terrier/Pit Bull,4,M,False,Brooklyn,11230,2017
1747,2017-05-10,DOG,Pit Bull,,U,False,Brooklyn,11249,2017
1748,2017-05-11,DOG,Boston Terrier,4,M,True,Brooklyn,11216,2017
1749,2017-05-11,DOG,,,U,False,Brooklyn,11229,2017
1750,2017-05-05,DOG,,,U,False,Brooklyn,11221,2017
1751,2017-05-17,DOG,Pit Bull,,U,False,Brooklyn,0,2017
1752,2017-05-17,DOG,MIXED BREED,3,M,True,Brooklyn,11222,2017
1753,2017-05-18,DOG,HOUND,,U,False,Brooklyn,11206,2017
1754,2017-05-17,DOG,Rottweiler,6,M,True,Brooklyn,11234,2017
1755,2017-05-18,DOG,German Shepherd,1Y,M,True,Brooklyn,11208,2017
1756,2017-05-20,DOG,MIXED BREED,,U,False,Brooklyn,11205,2017
1757,2017-05-21,DOG,MALTESE/SHIH TZU X,1Y,F,False,Brooklyn,11212,2017
1758,2017-05-15,DOG,Chihuahua Crossbreed,6,M,True,Brooklyn,11207,2017
1759,2017-05-22,DOG,Yorkshire Terrier,2Y,M,False,Brooklyn,11226,2017
1760,2017-05-21,DOG,Pit Bull,4,F,False,Brooklyn,11224,2017
1761,2017-05-22,DOG,Labradoodle,2,M,True,Brooklyn,11205,2017
1762,2017-05-20,DOG,Dachshund Smooth Coat,9,F,True,Brooklyn,11206,2017
1763,2017-05-18,DOG,"Poodle, Toy",5Y,M,True,Brooklyn,11214,2017
1764,2017-05-24,DOG,Siberian Husky,,U,False,Brooklyn,0,2017
1765,2017-05-12,DOG,American Pit Bull Terrier/Pit Bull,,U,False,Brooklyn,11216,2017
1766,2017-05-13,DOG,American Pit Bull Mix / Pit Bull Mix,4Y,M,True,Brooklyn,11217,2017
1767,2017-05-15,DOG,Chihuahua,1,M,True,Brooklyn,11204,2017
1768,2017-05-25,DOG,,,U,False,Brooklyn,11235,2017
1769,2017-05-21,DOG,Pit Bull,,M,False,Brooklyn,11208,2017
1770,2017-05-27,DOG,Labrador Retriever,,M,False,Brooklyn,0,2017
1771,2017-06-01,DOG,Cocker Spaniel,,U,False,Brooklyn,11222,2017
1772,2017-05-29,DOG,Labrador Retriever Crossbreed,2,F,True,Brooklyn,11201,2017
1773,2017-05-28,DOG,Chihuahua,,U,False,Brooklyn,11207,2017
1774,2017-05-27,DOG,,,U,False,Brooklyn,11209,2017
1775,2017-05-24,DOG,Chihuahua,1Y,F,True,Brooklyn,11213,2017
1776,2017-05-27,DOG,,2Y,F,True,Brooklyn,11215,2017
1777,2017-05-25,DOG,American Pit Bull Mix / Pit Bull Mix,,U,False,Brooklyn,11224,2017
1778,2017-06-01,DOG,Pomeranian,,U,False,Brooklyn,11220,2017
1779,2017-05-27,DOG,American Pit Bull Terrier/Pit Bull,2,M,False,Brooklyn,11212,2017
1780,2017-05-27,DOG,,,U,False,Brooklyn,0,2017
1781,2017-06-01,DOG,,,U,False,Brooklyn,11220,2017
1782,2017-05-29,DOG,FRENCH BULL / BOXER MIX,6,M,True,Brooklyn,11238,2017
1783,2017-05-28,DOG,MIXED BREED,1,M,True,Brooklyn,11201,2017
1784,2017-05-30,DOG,,,U,False,Brooklyn,0,2017
1785,2017-06-02,DOG,Boxer,,U,False,Brooklyn,11238,2017
1786,2017-05-27,DOG,American Pit Bull Terrier/Pit Bull,,U,False,Brooklyn,0,2017
1787,2017-06-01,DOG,Maltese,4,F,True,Brooklyn,11224,2017
1788,2017-05-28,DOG,Cane Corso,3,M,True,Brooklyn,11231,2017
1789,2017-05-28,DOG,RAT TERRIER,12,M,True,Brooklyn,0,2017
1790,2017-05-31,DOG,Shih Tzu,2,F,False,Brooklyn,11224,2017
1791,2017-06-01,DOG,Belgian Malinois,,M,False,Brooklyn,11220,2017
1792,2017-04-15,DOG,American Pit Bull Terrier/Pit Bull,10Y,M,True,Brooklyn,11201,2017
1793,2017-06-04,DOG,Labrador Retriever,12Y,M,True,Brooklyn,11215,2017
1794,2017-06-04,DOG,Pit Bull,,U,False,Brooklyn,11234,2017
1795,2017-06-03,DOG,Siberian Husky,3M,M,True,Brooklyn,11207,2017
1796,2017-06-03,DOG,Maltese,6,M,False,Brooklyn,11204,2017
1797,2017-06-03,DOG,German Shepherd,2Y,F,True,Brooklyn,11218,2017
1798,2017-06-04,DOG,UNKNOWN,,U,False,Brooklyn,0,2017
1799,2017-06-03,DOG,MALTESE/YORKSHIRE X,3Y,M,True,Brooklyn,11221,2017
1800,2017-06-02,DOG,Labrador Retriever Crossbreed,,U,False,Brooklyn,11209,2017
1801,2017-06-02,DOG,UNKNOWN,,U,False,Brooklyn,11211,2017
1802,2017-06-03,DOG,Shih Tzu,3,M,True,Brooklyn,11225,2017
1803,2017-06-06,DOG,Dalmatian Crossbreed,12Y,M,False,Brooklyn,11233,2017
1804,2017-06-03,DOG,Chihuahua,,U,False,Brooklyn,11214,2017
1805,2017-06-06,DOG,Akita,,U,False,Brooklyn,11223,2017
1806,2017-06-05,DOG,Boxer,5,M,True,Brooklyn,0,2017
1807,2017-05-28,DOG,TERRIER MIX/HOUND,3,M,True,Brooklyn,11230,2017
1808,2017-06-05,DOG,American Pit Bull Terrier/Pit Bull,,U,False,Brooklyn,11212,2017
1809,2017-06-08,DOG,American Pit Bull Terrier/Pit Bull,,U,False,Brooklyn,11228,2017
1810,2017-06-05,DOG,MIXED,,U,False,Brooklyn,0,2017
1811,2017-06-04,DOG,Chihuahua,8Y,M,True,Brooklyn,11238,2017
1812,2017-06-04,DOG,American Pit Bull Terrier/Pit Bull,,U,False,Brooklyn,11230,2017
1813,2017-06-10,DOG,,,U,False,Brooklyn,0,2017
1814,2017-06-09,DOG,SHIHTZU MIX,1,M,False,Brooklyn,11237,2017
1815,2017-06-11,DOG,UNKNOWN,,U,False,Brooklyn,11211,2017
1816,2017-06-07,DOG,"Poodle, Standard",1Y,M,False,Brooklyn,11229,2017
1817,2017-06-11,DOG,,,U,False,Brooklyn,11208,2017
1818,2017-06-09,DOG,DACHSHUND X,8M,F,True,Brooklyn,0,2017
1819,2017-06-11,DOG,American Pit Bull Terrier/Pit Bull,2Y,F,False,Brooklyn,11224,2017
1820,2017-06-13,DOG,American Pit Bull Terrier/Pit Bull,2y,M,False,Brooklyn,0,2017
1821,2017-06-13,DOG,TERRIER,,U,False,Brooklyn,11216,2017
1822,2017-06-11,DOG,MIXED,,U,False,Brooklyn,11221,2017
1823,2017-06-09,DOG,Siberian Husky,,U,False,Brooklyn,11226,2017
1824,2017-06-14,DOG,GREAT PYREENES X,6,F,True,Brooklyn,0,2017
1825,2017-06-13,DOG,Shih Tzu,,M,False,Brooklyn,11214,2017
1826,2017-06-14,DOG,TERRIER MIX,2,F,True,Brooklyn,11223,2017
1827,2017-06-15,DOG,PITBULL,,U,False,Brooklyn,11225,2017
1828,2017-06-14,DOG,American Pit Bull Terrier/Pit Bull,,U,False,Brooklyn,0,2017
1829,2017-06-16,DOG,American Staffordshire Terrier,6Y,F,False,Brooklyn,11224,2017
1830,2017-06-18,DOG,American Pit Bull Terrier/Pit Bull,,U,False,Brooklyn,11238,2017
1831,2017-06-18,DOG,UNKNOWN,,U,False,Brooklyn,11238,2017
1832,2017-06-18,DOG,American Pit Bull Terrier/Pit Bull,,U,False,Brooklyn,0,2017
1833,2017-06-18,DOG,American Pit Bull Terrier/Pit Bull,10,M,True,Brooklyn,11231,2017
1834,2017-06-19,DOG,Bull dog,,U,False,Brooklyn,11206,2017
1835,2017-06-18,DOG,Cane Corso,1,M,False,Brooklyn,11222,2017
1836,2017-06-18,DOG,MIXED,7M,F,True,Brooklyn,11201,2017
1837,2017-06-12,DOG,Pit Bull,,U,False,Brooklyn,11213,2017
1838,2017-06-16,DOG,American Pit Bull Mix / Pit Bull Mix,3,F,False,Brooklyn,11208,2017
1839,2017-06-17,DOG,TERRIER,,U,False,Brooklyn,0,2017
1840,2017-06-20,DOG,Pit Bull,1,M,True,Brooklyn,11223,2017
1841,2017-06-19,DOG,Yorkshire Terrier Crossbreed,3,M,True,Brooklyn,11236,2017
1842,2017-06-22,DOG,Pit Bull,4,F,False,Brooklyn,11231,2017
1843,2017-06-21,DOG,,,U,False,Brooklyn,0,2017
1844,2017-06-22,DOG,Pit Bull,2,M,False,Brooklyn,11231,2017
1845,2017-06-22,DOG,UNKNOWN,,U,False,Brooklyn,0,2017
1846,2017-06-03,DOG,Pit Bull,,U,False,Brooklyn,11236,2017
1847,2017-06-22,DOG,Pit Bull,,F,False,Brooklyn,11208,2017
1848,2017-06-25,DOG,ROTTWEILER X,2,M,False,Brooklyn,11214,2017
1849,2017-06-26,DOG,Labrador Retriever Crossbreed,6,M,True,Brooklyn,11234,2017
1850,2017-06-26,DOG,Labrador Retriever,,U,False,Brooklyn,11238,2017
1851,2017-06-24,DOG,TERRIER,5,F,False,Brooklyn,11228,2017
1852,2017-06-26,DOG,German Shepherd Crossbreed,7,M,False,Brooklyn,11226,2017
1853,2017-06-26,DOG,American Pit Bull Terrier/Pit Bull,7,M,True,Brooklyn,11218,2017
1854,2017-06-23,DOG,Alaskan Klee Kai,3,M,True,Brooklyn,0,2017
1855,2017-06-26,DOG,Doberman Pinscher,,U,False,Brooklyn,11211,2017
1856,2017-06-27,DOG,Maltese,2,F,True,Brooklyn,11237,2017
1857,2017-06-27,DOG,,,U,False,Brooklyn,11226,2017
1858,2017-06-29,DOG,Pit Bull,6,F,False,Brooklyn,11228,2017
1859,2017-06-29,DOG,BLUE TICK HOUND,5,M,True,Brooklyn,11225,2017
1860,2017-06-27,DOG,UNKNOWN,,U,False,Brooklyn,11229,2017
1861,2017-06-01,DOG,,,U,False,Brooklyn,0,2017
1862,2017-06-29,DOG,PITBULL MIX,5,F,True,Brooklyn,11215,2017
1863,2017-06-28,DOG,Pit Bull,,U,False,Brooklyn,11228,2017
1864,2017-06-29,DOG,Siberian Husky,,U,False,Brooklyn,11223,2017
1865,2017-06-29,DOG,Pit Bull,,U,False,Brooklyn,11222,2017
1866,2017-07-01,DOG,BUDDHIST,,M,False,Brooklyn,11205,2017
1867,2017-07-01,DOG,Pit Bull,3,F,True,Brooklyn,11209,2017
